X,Y,ObjectId,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude
-82.055046,32.396797,1,DOLLARTREE 8500,978 SE Broad St,,Metter,GA,30439,3933,CANDLER,-82.055046,32.396797
-83.405739,42.332569,2,Meijer Gas Station 68,37201 Warren Rd,,Westland,MI,48185,7219,WAYNE,-83.405739,42.332569
-84.418816,38.020084,3,Meijer Gas Station 161,2145 Sir Barton Way,,Lexington,KY,40509,2203,FAYETTE,-84.418816,38.020084
-81.988991,41.46114,4,Mejier Gas Station 308,1820 Nagel Rd,,Avon,OH,44011,1442,LORAIN,-81.988991,41.46114
-88.201988,41.632893,5,Meijer Gas Station 214,13705 S Route 59,,Plainfield,IL,60544,6106,WILL,-88.201988,41.632893
-82.395302,32.868546,6,Shake Rag 7,10525 US Highway 1 S,,Wadley,GA,30477,3810,JEFFERSON,-82.395302,32.868546
-96.738594,32.782848,7,Brothers Food Mart,3333 S Haskell Ave,,Dallas,TX,75223,3130,DALLAS,-96.738594,32.782848
-122.6294,47.59882,8,El Campesino,3627 Wheaton Way,Ste D,Bremerton,WA,98310,3510,KITSAP,-122.6294,47.59882
-98.485779,29.442429,9,Alamo Food Mart,1900 N Saint Marys St,,San Antonio,TX,78212,4542,BEXAR,-98.485779,29.442429
-78.839027,42.912163,10,"Fillmore One Stop Market, Llc ",1411 Fillmore Ave,,Buffalo,NY,14211,1228,ERIE,-78.839027,42.912163
-98.055359,29.27422,11,S.S. Stop,6370 US Highway 87 W,,Sutherland Springs,TX,78161,4725,WILSON,-98.055359,29.27422
-118.46839,34.221004,12,El Progreso 4,8257 Sepulveda Blvd,,Panorama City,CA,91402,4306,LOS ANGELES,-118.46839,34.221004
-86.619041,32.735714,13,Grab N Go,8247 County Road 49,,Verbena,AL,36091,3807,CHILTON,-86.619041,32.735714
-74.266945,40.721199,14,Dollar General 21127,1812 Springfield Ave,,Maplewood,NJ,7040,2902,ESSEX,-74.266945,40.721199
-119.00661,35.353886,15,Brundage Liquor,401 Brundage Ln,,Bakersfield,CA,93304,3210,KERN,-119.00661,35.353886
-82.130119,32.080574,16,Redisville Food Mart,279 W Brazell St,,Reidsville,GA,30453,4410,TATTNALL,-82.130119,32.080574
-74.161766,40.778748,17,Melo Deli Grocery Llc,784 Summer Ave,,Newark,NJ,7104,3657,ESSEX,-74.161766,40.778748
-83.484528,41.617123,18,Meijer Gas Station 116,2801 Curtice Road,,Oregon,OH,43616,,LUCAS,-83.484528,41.617123
-90.102196,29.898857,19,Westbank Seafood,5104 4th St,,Marrero,LA,70072,1702,JEFFERSON,-90.102196,29.898857
-96.751358,32.940117,20,Low Prize Food Mart,1427 W Spring Valley Rd,,Richardson,TX,75080,,DALLAS,-96.751358,32.940117
-85.458237,40.218163,21,Meijer Gas Station 139,6200 W McGalliard Rd,,Muncie,IN,47304,9413,DELAWARE,-85.458237,40.218163
-94.453247,36.419384,22,CASEY'S GENERAL STORE 3891,408 1st Ave SE,,Gravette,AR,72736,9323,BENTON,-94.453247,36.419384
-94.289452,42.280537,23,"Gowrie Grocery, Llc",1119 Market St,,Gowrie,IA,50543,7714,WEBSTER,-94.289452,42.280537
-116.99419,34.885296,24,Sukhtera Inc,100 Montara Rd,,Barstow,CA,92311,5722,SAN BERNARDINO,-116.99419,34.885296
-121.08123,45.175064,25,Maupin Market,507 Deschutes Ave,,Maupin,OR,97037,,WASCO,-121.08123,45.175064
-80.137093,40.803444,26,Thrift Drug 10986,115 Perry Hwy,Ste 146,Harmony,PA,16037,9205,BUTLER,-80.137093,40.803444
-82.968361,42.403633,27,Harper Food Center,13999 Harper Ave,,Detroit,MI,48213,3672,WAYNE,-82.968361,42.403633
-85.93795,39.886883,28,Meijer Gas Station 296,6931 W Broadway,,McCordsville,IN,46055,9007,HANCOCK,-85.93795,39.886883
-121.09853,35.566193,29,Cambria General Store,850 Main St,,Cambria,CA,93428,2818,SAN LUIS OBISPO,-121.09853,35.566193
-69.798485,44.693935,30,Chartrand Farms Beef,196 Smithfield Rd,,Norridgewock,ME,4957,3151,SOMERSET,-69.798485,44.693935
-85.036316,33.731361,31,Red Top Food Mart NA,214 W Highway 78,,Temple,GA,30179,3718,CARROLL,-85.036316,33.731361
-83.740311,30.902975,32,Pantry 1,9083 GA Highway 33,,Pavo,GA,31778,3257,THOMAS,-83.740311,30.902975
-82.977646,42.627762,33,Meijer Gas Station 65,15031 Hall Rd,,Shelby Township,MI,48315,6206,MACOMB,-82.977646,42.627762
-76.662903,34.721073,34,Big Daddy Food Store,317 Cedar St,,Beaufort,NC,28516,1804,CARTERET,-76.662903,34.721073
-78.101746,37.659569,35,Cartersville Farm & Art Market,2168 Cartersville Rd,,Cartersville,VA,23027,9704,CUMBERLAND,-78.101746,37.659569
-95.257423,30.106976,36,La Michoacana Meat Market #h71,23529 Fm 1314 Rd,,Porter,TX,77365,3724,MONTGOMERY,-95.257423,30.106976
-88.092529,42.353073,37,Round Lake Bp,320 W Nippersink Rd,,Round Lake,IL,60073,3222,LAKE,-88.092529,42.353073
-77.646774,43.179398,38,Lexington Market Grocery Store /Jamer Ayers,624 Lexington Ave,,Rochester,NY,14613,2255,MONROE,-77.646774,43.179398
-75.222481,40.688938,39,Ray Jay Groceries,1000 Ferry St,,Easton,PA,18042,4211,NORTHAMPTON,-75.222481,40.688938
-78.370804,33.979256,40,Alex's Wireless 1,150 Holden Beach Rd Suite 11,,Shallotte,NC,28470,,BRUNSWICK,-78.370804,33.979256
-71.077545,42.314507,41,Dacia Family Market,16 Dacia St,,Dorchester,MA,2125,3982,SUFFOLK,-71.077545,42.314507
-95.977806,31.257914,42,Lacy's Grocery & Market,243 E Saint Marys St,,Centerville,TX,75833,3411,LEON,-95.977806,31.257914
-112.16846,33.566959,43,Kwik Corner 5059,5059 W Olive Ave,,Glendale,AZ,85302,3524,MARICOPA,-112.16846,33.566959
-73.895927,40.921619,44,El Ranchero Deli Grocery Corp,350 S Broadway,,Yonkers,NY,10705,2049,WESTCHESTER,-73.895927,40.921619
-88.125053,41.504391,45,Rockdale Fuels Inc,1802 Moen Ave,,Rockdale,IL,60436,9022,WILL,-88.125053,41.504391
-88.436775,43.110718,46,Okauchee Convince Store,N51W3485 Wisconsin Ave,,Okauchee,WI,53069,,WAUKESHA,-88.436775,43.110718
-73.990128,40.721806,47,Delicious Deli,219 Eldridge Street,,New York,NY,10002,,NEW YORK,-73.990128,40.721806
-79.095848,38.314754,48,Aan 786 Llc,3028 Scenic Hwy,,Mount Solon,VA,22843,2608,AUGUSTA,-79.095848,38.314754
-83.280891,36.220112,49,Marathon,1154 E Andrew Johnson Hwy,,Morristown,TN,37814,6676,HAMBLEN,-83.280891,36.220112
-88.25885,40.143196,50,Meijer Gas Station 146,2201 North Prospect Avenue,,Champaign,IL,61822,,CHAMPAIGN,-88.25885,40.143196
-90.069946,35.035606,51,Gas Usa Memphis Inc,4126 Horn Lake Rd,,Memphis,TN,38109,4506,SHELBY,-90.069946,35.035606
-84.544243,39.176334,52,Northside Drive Thru,4691 Hamilton Ave,,Cincinnati,OH,45223,1502,HAMILTON,-84.544243,39.176334
-85.794693,42.904522,53,Meijer Gas Station 26,550 Baldwin St,,Jenison,MI,49428,9753,OTTAWA,-85.794693,42.904522
-96.91256,32.749874,54,Dairy Way Food Mart,5235 W Davis St,,Dallas,TX,75211,1151,DALLAS,-96.91256,32.749874
-85.216614,41.074398,55,Meijer Gas Station 125,5903 Illinois Road,,Fort Wayne,IN,46804,,ALLEN,-85.216614,41.074398
-96.184143,43.080868,56,Las Palmas Mexican Grocery Store,564 4th St NW,,Sioux Center,IA,51250,1912,SIOUX,-96.184143,43.080868
-69.630623,44.560917,57,Juliette's Bakery & Deli,40 Ticonic St,,Waterville,ME,4901,5593,KENNEBEC,-69.630623,44.560917
-97.1474,32.822552,58,Usa Grocery & Grill,800 Forest Ridge Dr,Ste A,Bedford,TX,76022,7257,TARRANT,-97.1474,32.822552
-90.011459,30.03751,59,Fuel N Mart N/A,7220 Hayne Blvd,,New Orleans,LA,70126,1857,ORLEANS,-90.011459,30.03751
-83.836906,43.580448,60,Meijer Gas Station 187,521 N Pine Rd,,Bay City,MI,48708,9190,BAY,-83.836906,43.580448
-93.561684,36.357292,61,A - Z Merchandise Outlet LLC,610 High St,,Berryville,AR,72616,4409,CARROLL,-93.561684,36.357292
-82.657135,39.748112,62,Meijer Gas Station 144,3000 Columbus Lancaster Rd NW,,Lancaster,OH,43130,8215,FAIRFIELD,-82.657135,39.748112
-120.85307,37.776714,63,Cost Less Food Company 6-OAKDALE,888 N Yosemite Ave,,Oakdale,CA,95361,2630,STANISLAUS,-120.85307,37.776714
-74.002289,40.642429,64,W & Q Grocery Inc,4717 8th Ave,,Brooklyn,NY,11220,1519,KINGS,-74.002289,40.642429
-97.521042,35.498863,65,Samir,2901 N Walker Ave,,Oklahoma City,OK,73103,1023,OKLAHOMA,-97.521042,35.498863
-122.3377,47.792068,66,Country Farms,22800 Highway 99,,Edmonds,WA,98026,8464,SNOHOMISH,-122.3377,47.792068
-88.558907,39.134884,67,Heartland Health Food,1301 W Evergreen Ave,Ste 3A,Effingham,IL,62401,1634,EFFINGHAM,-88.558907,39.134884
-76.866219,40.262783,68,Oumbaraka International Market Llc,1422 Derry St,,Harrisburg,PA,17104,3328,DAUPHIN,-76.866219,40.262783
-110.03011,40.433212,69,Z's Neola Trading Co.,9011 N Uintah Canyon Hwy,,Neola,UT,84053,7727,DUCHESNE,-110.03011,40.433212
-87.708488,41.967812,70,Mounsef International,4738 N Kedzie Ave,,Chicago,IL,60625,4421,COOK,-87.708488,41.967812
-73.886162,40.755527,71,Farmacia Popular,8111 Northern Blvd,,Jackson Heights,NY,11372,1378,QUEENS,-73.886162,40.755527
-84.850136,36.148582,72,Chestnut Ridge Shake Rag Market & Deli,5018 Nashville Hwy,,Deer Lodge,TN,37726,3406,MORGAN,-84.850136,36.148582
-84.888474,39.868568,73,Meijer Gas Station 155,2505 Chester Blvd,,Richmond,IN,47374,1105,WAYNE,-84.888474,39.868568
-122.43436,47.23877,74,Pacific Chevron,2501 Pacific Ave,,Tacoma,WA,98402,2809,PIERCE,-122.43436,47.23877
-117.80947,34.020035,75,New India Sweet & Spices,303 S Diamond Bar Blvd,Ste E,Diamond Bar,CA,91765,1613,LOS ANGELES,-117.80947,34.020035
-77.612366,37.505238,76,APlus 40016H,11600 Midlothian Tpke,,Midlothian,VA,23113,2619,CHESTERFIELD,-77.612366,37.505238
-85.70829,42.884346,77,Delski's Prime Meats,1760 44th St Sw,1b,Wyoming,MI,49519,,KENT,-85.70829,42.884346
-95.179771,29.594053,78,Bismillah Grill And More,622 Fm 1959 Rd,,Houston,TX,77034,5420,HARRIS,-95.179771,29.594053
-76.13826,43.125301,79,The MDS Group Hau Inc - MD's Market ,523 S Main St,,Syracuse,NY,13212,2813,ONONDAGA,-76.13826,43.125301
-106.30901,42.838856,80,Big D Oil 52,1232 E 12th St,,Casper,WY,82601,3910,NATRONA,-106.30901,42.838856
-80.057243,26.607609,81,Kwik Stop,630 S Dixie Hwy,,Lake Worth Beach,FL,33460,4981,PALM BEACH,-80.057243,26.607609
-122.9126,46.127319,82,Kelso One Stop,1800 Pacific Ave S,,Kelso,WA,98626,1415,COWLITZ,-122.9126,46.127319
-122.11698,37.704655,83,7 Eleven 14184a 14184A,1711 159th Ave,,San Leandro,CA,94578,2076,ALAMEDA,-122.11698,37.704655
-74.057915,40.883064,84,SIMPLE SIMONS MARKET,337 Essex St,,Hackensack,NJ,7601,2047,BERGEN,-74.057915,40.883064
-117.13049,32.708454,85,Al's Food Market,2955 K St,,San Diego,CA,92102,4131,SAN DIEGO,-117.13049,32.708454
-83.906288,34.420017,86,Valero Food Mart,5521 Thompson Bridge Rd,,Murrayville,GA,30564,1949,HALL,-83.906288,34.420017
-75.170006,38.699528,87,The General Store,20750 John J Williams Hwy,Unit 8,Lewes,DE,19958,4399,SUSSEX,-75.170006,38.699528
-80.396477,27.413244,88,Marathon,7045 Okeechobee Rd,,Fort Pierce,FL,34945,2605,ST LUCIE,-80.396477,27.413244
-82.952057,42.604424,89,Srpatel Llc,16850 Canal Rd,,Clinton Township,MI,48038,1930,MACOMB,-82.952057,42.604424
-86.002724,39.996677,90,Indian Grocery & Kitchen Inc,14350 Mundy Dr,Ste 200,Noblesville,IN,46060,7729,HAMILTON,-86.002724,39.996677
-88.20488,30.588947,91,Chevron 102,7000 Three Notch Rd,,Mobile,AL,36619,1378,MOBILE,-88.20488,30.588947
-77.514633,38.031509,92,Dollar Plus Beauty & A Little More N/A,17065 Merchants Dr,,Ruther Glen,VA,22546,5805,CAROLINE,-77.514633,38.031509
-89.248787,37.46125,93,Farm Fresh,155 W Vienna St,,Anna,IL,62906,1630,UNION,-89.248787,37.46125
-82.480164,36.201286,94,Nolichucky Produce,224 Highway 107,,Jonesborough,TN,37659,7153,WASHINGTON,-82.480164,36.201286
-119.04392,36.077202,95,Kids Nutricare,600 N Prospect St,Ste G,Porterville,CA,93257,1971,TULARE,-119.04392,36.077202
-121.56074,44.295147,96,Dollar General 20532,915 W McKinney Butte Rd,,Sisters,OR,97759,,DESCHUTES,-121.56074,44.295147
-94.831718,37.170383,97,Quik Shop 3,100 S East Ave,,Columbus,KS,66725,1902,CHEROKEE,-94.831718,37.170383
-86.279709,38.461452,98,Riley Oil Co Inc - Riley 102 ,1 E US Highway 150,,Hardinsburg,IN,47125,8559,WASHINGTON,-86.279709,38.461452
-73.900909,40.819157,99,Family Dollar 13004,867 Longwood Ave,,Bronx,NY,10459,4000,BRONX,-73.900909,40.819157
-118.15609,33.918514,100,Downey Mart,13000 Paramount Blvd,,Downey,CA,90242,4330,LOS ANGELES,-118.15609,33.918514
-91.008339,39.234447,101,Dollar General 21709,222 N Main St,,Eolia,MO,63344,1020,PIKE,-91.008339,39.234447
-96.897758,31.31139,102,Falls County Custom Meats,606 N Business Highway 6,,Marlin,TX,76661,4782,FALLS,-96.897758,31.31139
-86.812065,33.539902,103,Tip Top,1900 Carraway Blvd,,Birmingham,AL,35234,1918,JEFFERSON,-86.812065,33.539902
-95.073395,41.907169,104,Ramsey's Market 9476,503 West St,,Manning,IA,51455,1804,CARROLL,-95.073395,41.907169
-72.413559,41.54533,105,Henny Penny - Colchester 45,723 Middletown Rd,,Colchester,CT,6415,2236,NEW LONDON,-72.413559,41.54533
-122.33804,48.419586,106,Snohomish County Food Hub,419 S 1st St,Ste 207,Mount Vernon,WA,98273,3828,SKAGIT,-122.33804,48.419586
-83.921471,36.015259,107,The Village Mercantile,4503 Walker Blvd,,Knoxville,TN,37917,1526,KNOX,-83.921471,36.015259
-92.007118,34.20705,108,Olive Mart,2202 S Olive St,,Pine Bluff,AR,71601,6520,JEFFERSON,-92.007118,34.20705
-71.134171,42.353054,109,Vitoria Meat Market,192 Brighton Ave,,Allston,MA,2134,2012,SUFFOLK,-71.134171,42.353054
-94.803238,29.297266,110,Tristar #4,3228 Broadway St,,Galveston,TX,77550,4228,GALVESTON,-94.803238,29.297266
-83.435112,40.178757,111,Sg's Market 0,5 S Mill St,,Milford Center,OH,43045,9762,UNION,-83.435112,40.178757
-83.837242,37.277931,112,Rite Kwik,11643 N Highway 421,,Manchester,KY,40962,6649,CLAY,-83.837242,37.277931
-87.474289,46.548199,113,Meijer Gas Station 302,3730 US Highway 41 W,,Marquette,MI,49855,9650,MARQUETTE,-87.474289,46.548199
-106.37051,35.123634,114,Cedar Crest Farmers Market,12165 Nm-14,,Cedra Crest,NM,87008,,BERNALILLO,-106.37051,35.123634
-83.150856,39.984787,115,Meijer Gas Station 104,1675 Hilliard Rome Rd,,Columbus,OH,43228,9485,FRANKLIN,-83.150856,39.984787
-86.149811,39.692982,116,Vum Family Asian Grocery Incorporated,404 E Thompson Rd,Ste B,Indianapolis,IN,46227,1638,MARION,-86.149811,39.692982
-80.643311,35.32238,117,Sams Mart 95,4025 Hwy 49 South,,Harrisburg,NC,28075,,CABARRUS,-80.643311,35.32238
-112.25265,33.600914,118,Grand Ave Produce,8990 W Windsor Dr,,Peoria,AZ,85381,6152,MARICOPA,-112.25265,33.600914
-88.946472,40.512535,119,Meijer Gas Station 207,1800 E College Ave,,Normal,IL,61761,2292,MCLEAN,-88.946472,40.512535
-94.44104,35.347256,120,Pic N Tote Arkoma,1516 Main St,,Arkoma,OK,74901,3756,LE FLORE,-94.44104,35.347256
-73.921097,40.70734,121,Sam Live Poultry Inc,39 Saint Nicholas Ave,,Brooklyn,NY,11237,2605,KINGS,-73.921097,40.70734
-85.553726,38.297222,122,Meijer Gas Station 164,10701 Fischer Park Dr,,Louisville,KY,40241,4137,JEFFERSON,-85.553726,38.297222
-79.948547,40.461876,123,Bloomfield Groceria,237 Cedarville St,,Pittsburgh,PA,15224,1945,ALLEGHENY,-79.948547,40.461876
-122.68201,45.574055,124,Benitos Bakery n/a,7000 N Interstate Ave,,Portland,OR,97217,5448,MULTNOMAH,-122.68201,45.574055
-122.43542,47.100124,125,Las Costenas Tienda Mexicana,17302 Pacific Ave S,,Spanaway,WA,98387,8207,PIERCE,-122.43542,47.100124
-92.115158,34.856964,126,Jacksonville Stop & Shop LLC,1116 S Highway 161,,Jacksonville,AR,72076,5716,PULASKI,-92.115158,34.856964
-120.22719,39.323032,127,Donner Gate Chevron,12353 Deerfield Dr,,Truckee,CA,96161,510,NEVADA,-120.22719,39.323032
-86.328094,39.763626,128,Meijer Gas Station 133,10935 E US Highway 36,,Avon,IN,46123,7980,HENDRICKS,-86.328094,39.763626
-73.91143,41.292351,129,Deli Brothers Corp,1401 Main St,,Peekskill,NY,10566,3150,WESTCHESTER,-73.91143,41.292351
-83.029282,42.562248,130,Meijer Gas Station 55,36500 Van Dyke Ave,,Sterling Heights,MI,49202,,JACKSON,-83.029282,42.562248
-84.451836,42.271976,131,Meijer Gas Station 30,2777 Airport Rd,,Jackson,MI,49202,1291,JACKSON,-84.451836,42.271976
-121.2918,37.959831,132,Foodmart,713 N El Dorado St,,Stockton,CA,95202,1601,SAN JOAQUIN,-121.2918,37.959831
-94.665665,32.863293,133,Delton's Cornor,3320 State Highway 155,,Lone Star,TX,75668,5228,MORRIS,-94.665665,32.863293
-75.160126,39.970665,134,Cameron Seafood Market,906 N Broad St,,Philadelphia,PA,19130,1604,PHILADELPHIA,-75.160126,39.970665
-84.328705,39.499454,135,Meijer Gas Station 61,3651 Towne Blvd,,Middletown,OH,45005,5599,WARREN,-84.328705,39.499454
-80.058441,35.915581,136,Tsq Market,1322 National Hwy,,Thomasville,NC,27360,2318,DAVIDSON,-80.058441,35.915581
-84.157074,39.765217,137,Family Dollar Store 3786,2601 E 3rd St,,Dayton,OH,45403,2020,MONTGOMERY,-84.157074,39.765217
-122.61473,38.753391,138,Hardester's Market #1,21088 Calistoga Rd,,Middletown,CA,95461,9300,LAKE,-122.61473,38.753391
-73.899429,40.854214,139,Jeffrey Deli Grocery Inc,2149 Valentine Ave,,Bronx,NY,10457,2201,BRONX,-73.899429,40.854214
-94.322479,35.975082,140,Flash Market 198,403 W Buchanan St,,Prairie Grove,AR,72753,2829,WASHINGTON,-94.322479,35.975082
-76.15538,43.065746,141,Al Badani Corporation,412 Union Pl,,Syracuse,NY,13208,2014,ONONDAGA,-76.15538,43.065746
-93.61647,41.526836,142,El Valle Tienda Mexicana,101 Army Post Rd,,Des Moines,IA,50315,6242,POLK,-93.61647,41.526836
-79.148758,37.016251,143,S & L Country Market,4472 Straightstone Rd,,Long Island,VA,24569,2508,PITTSYLVANIA,-79.148758,37.016251
-76.982704,38.86615,144,Tobacco Light Convenience Store,1517 Good Hope Rd SE,,Washington,DC,20020,5634,DIST OF COLUMBIA,-76.982704,38.86615
-92.821648,45.040588,145,Bp Gas,1750 Greeley St S,,Stillwater,MN,55082,6009,WASHINGTON,-92.821648,45.040588
-75.020752,40.06451,146,Sealord Market Inc.,9224 Ashton Rd,,Philadelphia,PA,19114,3408,PHILADELPHIA,-75.020752,40.06451
-118.41369,34.240505,147,One Stop Mini Mart,12906 Branford St,,Pacoima,CA,91331,4300,LOS ANGELES,-118.41369,34.240505
-89.506516,32.239639,148,Dollar General 21469,8761 Highway 35 S,,Forest,MS,39074,7815,SCOTT,-89.506516,32.239639
-81.993614,37.848553,149,Brenda's Variety Store & More,214 Dingess St,,Logan,WV,25601,3626,LOGAN,-81.993614,37.848553
-97.787308,30.169867,150,HEB Food Store 710,8801 S Congress Ave,,Austin,TX,78745,7389,TRAVIS,-97.787308,30.169867
-85.743195,42.88126,151,Meijer Gas Station 605,4580 Ivanrest Ave SW,,Grandville,MI,49418,9116,KENT,-85.743195,42.88126
-73.944504,40.794636,152,Nemo Express Gourmet Corp,1773 Lexington Ave,,New York,NY,10029,3553,NEW YORK,-73.944504,40.794636
-116.84561,32.785965,153,Sycuan Market ,4915 Dehesa Rd,,El Cajon,CA,92019,2929,SAN DIEGO,-116.84561,32.785965
-83.338951,42.497932,154,Asia Grocers Llc,27616 Middlebelt Rd,,Farmington Hills,MI,48334,5001,OAKLAND,-83.338951,42.497932
-92.190468,42.316116,155,Thriftway,304 4th St,,La Porte City,IA,50651,1305,BLACK HAWK,-92.190468,42.316116
-118.08771,33.831539,156,Malty Chevron,11529 Carson St,,Lakewood,CA,90715,2513,LOS ANGELES,-118.08771,33.831539
-83.388664,33.320389,157,Quick Pantry,301 S Oak St,,Eatonton,GA,31024,1221,PUTNAM,-83.388664,33.320389
-82.986885,42.478355,158,Meijer Gas Station 306,13575 E 10 Mile Rd,,Warren,MI,48089,2052,MACOMB,-82.986885,42.478355
-73.90731,40.697315,159,Fresh Gourmet Corp,1524 Jefferson Ave,,Brooklyn,NY,11237,6012,KINGS,-73.90731,40.697315
-82.467972,27.966963,160,Rns Lutz Petro,705 W Columbus Dr,,Tampa,FL,33602,1213,HILLSBOROUGH,-82.467972,27.966963
-121.00365,37.645897,161,Alex And Sons Liquor 3,817 Needham St,,Modesto,CA,95354,736,STANISLAUS,-121.00365,37.645897
-91.251411,35.637875,162,Flash Market 17,3120 Highway 367 N,,Newport,AR,72112,2137,JACKSON,-91.251411,35.637875
-86.159035,39.616039,163,Meijer Gas Station 132,72 N. SR 135,,Greenwood,IN,46142,,JOHNSON,-86.159035,39.616039
-90.191628,35.203953,164,DOLLARTREE 8494,2695 State Highway 77 S,Ste A,Marion,AR,72364,2370,CRITTENDEN,-90.191628,35.203953
-121.91662,41.966789,165,Liquor & Grocery Warehouse,109 S Pine St,,Dorris,CA,96023,3309,SISKIYOU,-121.91662,41.966789
-122.22079,47.499516,166,Feleg Food Mart None,11463 Rainier Ave S,,Seattle,WA,98178,3963,KING,-122.22079,47.499516
-85.92099,39.20966,167,Columbus Food Mart LLC - Marathon Food Mart,1105 Washington St,,Columbus,IN,47201,5719,BARTHOLOMEW,-85.92099,39.20966
-82.448837,35.306755,168,Wow Supermarket,810 S Grove St,,Hendersonville,NC,28792,5398,HENDERSON,-82.448837,35.306755
-81.670815,36.21006,169,Watauga County Farmers Market,591 Horn in the West Dr,,Boone,NC,28607,4283,WATAUGA,-81.670815,36.21006
-85.688698,43.008278,170,Meijer Gas Station 20,2453 Alpine Ave NW,,Grand Rapids,MI,49544,1956,KENT,-85.688698,43.008278
-75.150505,39.987789,171,Urban Creators,2316-50 N 11th St,,Philadelphia,PA,19133,,PHILADELPHIA,-75.150505,39.987789
-155.98244,19.6266,172,CVS Pharmacy 10849,"75-5995 Kuakini Highway,",Suite 5B,Kona,HI,96740,,HAWAII,-155.98244,19.6266
-75.223183,43.095257,173,Aswaq Biladi,913 3rd Ave,,Utica,NY,13501,3111,ONEIDA,-75.223183,43.095257
-80.740562,32.641602,174,New Sheldon Convenience Store,32 Horse Tail Rd,,Yemassee,SC,29945,7630,HAMPTON,-80.740562,32.641602
-73.505959,40.752213,175,7-Eleven 26249,599 S Broadway,,Hicksville,NY,11801,5036,NASSAU,-73.505959,40.752213
-71.121437,42.49905,176,J Mart 121,112 Cummings Park,,Woburn,MA,1801,2128,MIDDLESEX,-71.121437,42.49905
-117.1551,32.71196,177,Grocery Outlet Of East Village 089,1002 Market St,,San Diego,CA,92101,7234,SAN DIEGO,-117.1551,32.71196
-122.97015,44.969597,178,Lucky Market Llc,4602 Silverton Rd NE,,Salem,OR,97305,2939,MARION,-122.97015,44.969597
-118.05626,33.999092,179,Whittier Ranch Market,10722 Beverly Blvd,Ste J,Whittier,CA,90601,2052,LOS ANGELES,-118.05626,33.999092
-74.729759,40.198589,180,Jersey Food Market LLC,1880 S Broad St,,Trenton,NJ,8610,6065,MERCER,-74.729759,40.198589
-83.48259,42.231827,181,Meijer Gas Station 72,9701 Belleville Rd,,Van Buren Twp,MI,48111,5310,WAYNE,-83.48259,42.231827
-82.74456,27.902569,182,Plinargenis,1479 Belcher Rd S,Ste CC,Largo,FL,33771,5247,PINELLAS,-82.74456,27.902569
-83.110512,34.673698,183,Dollar General 21330,9321 Long Creek Hwy,,Westminster,SC,29693,1218,OCONEE,-83.110512,34.673698
-86.090775,42.826847,184,Meijer Gas Station 217,3228 W Shore Dr,,Holland,MI,49424,7752,OTTAWA,-86.090775,42.826847
-77.904663,35.727676,185,Down Town Tobacco,300 Herring Ave E,,Wilson,NC,27893,4139,WILSON,-77.904663,35.727676
-82.39357,28.017332,186,Domingo's Bodega Food And Deli,7626 N 56th St,,Tampa,FL,33617,7706,HILLSBOROUGH,-82.39357,28.017332
-115.22723,36.114609,187,Goolit Mart,6154 W Flamingo Rd,,Las Vegas,NV,89103,2280,CLARK,-115.22723,36.114609
-84.218674,32.073303,188,Waynes World,1043 E Forsyth St,,Americus,GA,31709,3721,SUMTER,-84.218674,32.073303
-85.786377,38.211632,189,Alama Food Mart LLC - Stop & Save,2752 7th Street Rd,,Louisville,KY,40215,2269,JEFFERSON,-85.786377,38.211632
-85.774963,38.195992,190,Lazou Mart 3 LLC,901 Denmark St,,Louisville,KY,40215,2908,JEFFERSON,-85.774963,38.195992
-99.846802,31.216358,191,Tres Amigos Convenience Store #2 ,502 W Broadway St,,Eden,TX,76837,,CONCHO,-99.846802,31.216358
-85.279488,43.176502,192,Meijer Gas Station 201,415 S Greenville West Dr,,Greenville,MI,48838,3509,MONTCALM,-85.279488,43.176502
-94.210052,36.346943,193,Fresh,2505 S Walton Blvd,Ste C,Bentonville,AR,72712,6098,BENTON,-94.210052,36.346943
-104.94031,39.670395,194,University Hills Plaza,2500 S Colorado Blvd,,Denver,CO,80222,5909,DENVER,-104.94031,39.670395
-90.743858,34.044155,195,Ingram's Foodmart,113 East Main Street,,Duncan,MS,38740,,BOLIVAR,-90.743858,34.044155
-86.891365,40.984886,196,Dollar General 21305,105 N US Highway 421,,Francesville,IN,47946,8365,PULASKI,-86.891365,40.984886
-84.960136,41.934433,197,Meijer Gas Station 179,610 E Chicago Rd,,Coldwater,MI,49036,9497,BRANCH,-84.960136,41.934433
-96.769836,33.218914,198,Murphy Express 8890,2331 East University Dr.,,Prosper,TX,75078,,COLLIN,-96.769836,33.218914
-124.17619,40.786819,199,B & L Oriental Market,2338 Albee St,,Eureka,CA,95501,3657,HUMBOLDT,-124.17619,40.786819
-81.706879,41.43457,200,West Side Beverage & Deli ,4400 State Rd,,Cleveland,OH,44109,4719,CUYAHOGA,-81.706879,41.43457
-88.065109,42.379314,201,Meijer Gas Station 289,752 E Rollins Rd,,Round Lake Beach,IL,60073,1340,LAKE,-88.065109,42.379314
-77.519424,39.017521,202,APlus 40102,42870 Truro Parish Dr,,Ashburn,VA,20148,4409,LOUDOUN,-77.519424,39.017521
-87.635582,40.098946,203,Mach 1 24,1525 Georgetown Rd,,Danville,IL,61832,7626,VERMILION,-87.635582,40.098946
