https://www.sciencebase.gov/catalog/file/get/59f5ec1ae4b063d5d307e429,Southern Red-backed Salamander,Amphibian,Plethodon serratus,SouthernRed_bac.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ec1ae4b063d5d307e429 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ec1ae4b063d5d307e429
https://www.sciencebase.gov/catalog/file/get/59f5ec18e4b063d5d307e41f,Western Red-backed Salamander,Amphibian,Plethodon vehiculum,WesternRed_back.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ec18e4b063d5d307e41f 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ec18e4b063d5d307e41f
https://www.sciencebase.gov/catalog/file/get/59f5eba0e4b063d5d307e013,Western Red-backed Vole,Mammal,Myodes californicus,WesternRed_back.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5eba0e4b063d5d307e013 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5eba0e4b063d5d307e013
https://www.sciencebase.gov/catalog/file/get/59f5e238e4b063d5d307dd51,White-throated Sparrow,Bird,Zonotrichia albicollis,White_throatedS.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5e238e4b063d5d307dd51 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5e238e4b063d5d307dd51
https://www.sciencebase.gov/catalog/file/get/59f5e2a4e4b063d5d307dfc7,White-throated Swift,Bird,Aeronautes saxatalis,White_throatedS.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5e2a4e4b063d5d307dfc7 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5e2a4e4b063d5d307dfc7
https://www.sciencebase.gov/catalog/file/get/59f5e1c8e4b063d5d307dae1,Wyoming Ground Squirrel (aureus),Mammal,Urocitellus elegans aureus,WyomingGroundSq.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5e1c8e4b063d5d307dae1 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5e1c8e4b063d5d307dae1
https://www.sciencebase.gov/catalog/file/get/59f5ec0be4b063d5d307e3a1,Wyoming Ground Squirrel (elegans),Mammal,Urocitellus elegans elegans,WyomingGroundSq.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ec0be4b063d5d307e3a1 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ec0be4b063d5d307e3a1
https://www.sciencebase.gov/catalog/file/get/59f5ec4ae4b063d5d307e5cb,Wyoming Ground Squirrel (nevadensis),Mammal,Urocitellus elegans nevadensis,WyomingGroundSq.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ec4ae4b063d5d307e5cb 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ec4ae4b063d5d307e5cb
https://www.sciencebase.gov/catalog/file/get/59f5ebc9e4b063d5d307e173,Wyoming Ground Squirrel,Mammal,Urocitellus elegans,WyomingGroundSq.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ebc9e4b063d5d307e173 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ebc9e4b063d5d307e173
https://www.sciencebase.gov/catalog/file/get/59f5eba4e4b063d5d307e03d,Yellow-pine Chipmunk (celeris),Mammal,Tamias amoenus celeris,Yellow_pineChip.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5eba4e4b063d5d307e03d 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5eba4e4b063d5d307e03d
https://www.sciencebase.gov/catalog/file/get/59f5ebc8e4b063d5d307e16d,Yellow-pine Chipmunk,Mammal,Tamias amoenus,Yellow_pineChip.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ebc8e4b063d5d307e16d 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ebc8e4b063d5d307e16d
https://www.sciencebase.gov/catalog/file/get/59f5eba9e4b063d5d307e06d,Yellow-throated Vireo,Bird,Vireo flavifrons,Yellow_throated.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5eba9e4b063d5d307e06d 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5eba9e4b063d5d307e06d
https://www.sciencebase.gov/catalog/file/get/59f5ebf1e4b063d5d307e2c3,Yellow-throated Warbler,Bird,Dendroica dominica,Yellow_throated.zip,NULL,wget --server-response -q -O - https://www.sciencebase.gov/catalog/file/get/59f5ebf1e4b063d5d307e2c3 1>val.txt,wget --content-disposition https://www.sciencebase.gov/catalog/file/get/59f5ebf1e4b063d5d307e2c3
