StateFip	PLaceFip	Town
12	65385	Shady Hills
12	66062	Silver Lake
12	66175	Silver Springs Shores
12	34185	Island Walk
12	51500	Ona
12	34275	Istachatta
12	38275	Lake Lindsey
12	43400	Masaryktown
12	48825	Nobleton
12	49237	North Brooksville
12	34400	Ives Estates
12	36062	Kendale Lakes
12	36100	Kendall
12	35890	Jupiter Farms
12	37500	Laguna Beach
12	41562	Lower Grand Lagoon
12	58962	Pretty Bayou
12	37542	Lake Belvedere Estates
12	57518	Plantation Mobile Home Park
12	62118	Royal Palm Estates
12	64547	Schall Circle
12	38000	Lake Harbor
12	38430	Lake Mary Jane
12	40525	Limestone
12	50630	Oakleaf Plantation
12	38575	Lake Panasoffkee
12	38690	Lake Sarasota
12	39600	Laurel
12	39775	Lealman
12	39950	Leisure City
12	47700	Naranja
12	40037	Lely Resort
12	47650	Naples Manor
12	40750	Lisbon
12	42787	Manatee Road
12	43800	Meadow Woods
12	43925	Medulla
12	45775	Mims
12	46000	Miramar Beach
12	46520	Montura
12	57320	Pioneer
12	65200	Seville
12	46725	Morriston
12	59475	Raleigh
12	47125	Mount Plymouth
12	51150	Okahumpka
12	53850	Paisley
12	47675	Naples Park
12	47787	Nassau Village-Ratliff
12	48050	Navarre
12	52250	Oriole Beach
12	48875	Nokomis
12	49787	North Sarasota
12	49275	North DeLand
12	53200	Ormond-by-the-Sea
12	63362	Samsula-Spruce Creek
12	49750	North River Shores
12	49905	North Weeki Wachee
12	50638	Oak Ridge
12	51100	Odessa
12	51125	Ojus
12	51475	Olympia Heights
12	52162	Orangetree
12	53425	Osprey
12	57450	Plantation
12	54175	Palm City
12	54357	Palmona Park
12	54625	Panacea
12	54912	Paradise Heights
12	55375	Patrick AFB
12	55532	Pea Ridge
12	55650	Pelican Bay
12	57066	Pine Ridge
12	57492	Plantation Island
12	56850	Pine Island Center
12	56875	Pineland
12	57025	Pine Manor
12	57058	Pine Ridge
12	58420	Port LaBelle
12	58700	Port St. John
12	58727	Port Salerno
12	60550	Rio
12	58975	Princeton
12	60225	Richmond Heights
12	60230	Richmond West
12	60475	Ridge Wood Heights
12	64325	Sarasota Springs
12	66000	Siesta Key
12	60835	River Ridge
12	65525	Sharpes
12	66425	Sky Lake
12	66975	Sorrento
12	67163	South Apopka
12	67258	South Bradenton
12	67266	South Brooksville
12	67425	Southgate
12	67450	South Gate Ridge
12	67462	South Highpoint
12	68350	Spring Hill
12	68365	Springhill
12	68375	Spring Lake
12	68435	Spring Ridge
12	68487	Stacey Street
12	68625	Steinhatchee
12	68800	Stock Island
12	68950	Sugarmill Woods
12	69025	Sumatra
12	69250	Sun City Center
12	70525	Taft
12	71075	Tangelo Park
12	71100	Tangerine
12	71250	Tavernier
12	71564	The Acreage
12	71625	The Villages
12	71725	Thonotosassa
12	71825	Tierra Verde
12	71842	Tiger Point
12	71850	Tildenville
12	71867	Timber Pines
12	72145	Town 'n' Country
12	72425	Trilby
12	72875	Tyndall AFB
12	73075	Union Park
12	73172	University
12	73287	University Park
12	73312	Upper Grand Lagoon
12	74200	Vero Beach South
12	74235	Verona Walk
12	74368	Viera East
12	74498	Villano Beach
12	74562	Vineyards
12	74625	Wabasso
12	74635	Wabasso Beach
12	74700	Wacissa
12	74775	Wahneta
12	74975	Wallace
12	75200	Warrington
12	75275	Watergate
12	75300	Watertown
12	75425	Waukeenah
12	75641	Weeki Wachee Gardens
12	75725	Wekiwa Springs
12	75875	Wesley Chapel
12	76075	Westchester
12	76087	West DeLand
12	76290	Westgate
12	76481	West Lealman
12	76937	West Vero Corridor
12	77275	White City
12	77470	Whitfield
12	77735	Williamsburg
12	78110	Windsor
12	78225	Winter Beach
12	78340	Wiscon
12	78500	Woodlawn Beach
12	78740	World Golf Village
12	78800	Wright
12	79175	Yulee
12	79200	Zellwood
12	78975	Yeehaw Junction
12	66875	Solana
12	67192	South Beach
12	67270	Southchase
12	67355	Southeast Arcadia
12	67575	South Miami Heights
12	67725	South Patrick Shores
12	67887	South Sarasota
12	68100	South Venice
12	71580	The Meadows
12	69275	Suncoast Estates
12	71758	Three Oaks
12	71800	Tice
12	69812	Sunset
12	70700	Tamiami
12	71300	Taylor Creek
12	71567	The Crossings
12	71569	The Hammocks
12	71741	Three Lakes
12	72442	Trinity
12	79231	Zephyrhills North
12	79237	Zephyrhills South
12	79243	Zephyrhills West
12	73163	University
12	73700	Valrico
12	76062	Westchase
12	73725	Vamo
12	73950	Venice Gardens
12	74370	Viera West
12	74512	Villas
12	75175	Warm Mineral Springs
12	75225	Washington Park
12	75475	Waverly
12	77862	Willow Oak
12	75612	Wedgefield
12	76050	West Bradenton
12	76740	West Samoset
12	76487	West Little River
12	76700	West Perrine
12	76675	West Pensacola
12	76950	Westview
12	77075	Westwood Lakes
12	77137	Whiskey Creek
12	77467	Whitfield
12	77837	Williston Highlands
12	78025	Wimauma
12	78700	Woodville
12	78900	Yalaha
13	02536	Appling
13	44956	Lakeview Estates
13	63084	Putney
13	06884	Belvedere Park
13	12834	Candler-McAfee
13	24264	Druid Hills
13	09272	Bonanza
13	09852	Boykin
13	12484	Calvary
13	50820	Mendes
13	12960	Canoochee
13	55944	Norristown
13	14472	Cedar Springs
13	50176	Matthews
13	15585	Chattanooga Valley
13	28632	Fairview
13	15844	Cherry Log
13	51744	Mineral Bluff
13	17580	Coleman
13	27512	Empire
13	19280	Conley
13	41347	Irondale
13	19830	Country Club Estates
13	23200	Dock Junction
13	20550	Crooked Creek
13	22724	Dewy Rose
13	24964	Eagle Grove
13	22080	Deenwood
13	24876	Dutch Island
13	25440	East Griffin
13	25692	East Newnan
13	27736	Epworth
13	28044	Evans
13	50036	Martinez
13	28296	Experiment
13	28520	Fair Oaks
13	48288	Mableton
13	31068	Fort Stewart
13	32482	Georgetown
13	41484	Isle of Hope
13	35240	Gresham Park
13	56112	North Decatur
13	56168	North Druid Hills
13	35814	Gumlog
13	36416	Hannahs Mill
13	36668	Hardwick
13	37910	Henderson
13	38105	Heron Bay
13	38866	Hilltop
13	40196	Howard
13	60312	Perkins
13	41036	Indian Springs
13	44900	Lakeview
13	43580	Kings Bay Base
13	44060	Knoxville
13	46524	Lincoln Park
13	46580	Lindale
13	46832	Lithia Springs
13	52332	Montgomery
13	52556	Moody AFB
13	53186	Mountain Park
13	59080	Panthersville
13	60508	Phillipsburg
13	63952	Redan
13	66220	Rockingham
13	68040	St. Simons
13	68129	Salem
13	68805	Satilla
13	68880	Sautee-Nacoochee
13	69392	Scottdale
13	69728	Seville
13	69868	Shannon
13	71184	Skidaway Island
13	74768	Sunset Village
13	75239	Talahi Island
13	75580	Tate City
13	79612	Vinings
13	84832	Yonah
13	83168	Wilmington Island
13	63588	Raoul
13	64288	Reed Creek
13	65968	Robins AFB
13	67676	Russell
13	74628	Sunnyside
13	76112	The Rock
13	78464	Unionville
13	82636	Whitemarsh Island
15	00400	Ahuimanu
15	00550	Aiea
15	01085	Ainaloa
15	02200	Anahola
15	03850	Captain Cook
15	05900	Discovery Harbour
15	06290	East Honolulu
15	06325	Eden Roc
15	07000	Eleele
15	07450	Ewa Beach
15	07470	Ewa Gentry
15	07485	Ewa Villages
15	07542	Fern Acres
15	07675	Fern Forest
15	08950	Haena
15	09260	Haiku-Pauwela
15	09700	Halaula
15	10000	Halawa
15	10750	Haleiwa
15	10900	Haliimaile
15	11350	Hana
15	11500	Hanalei
15	11650	Hanamaulu
15	11800	Hanapepe
15	12400	Hauula
15	12450	Hawaiian Acres
15	12500	Hawaiian Beaches
15	12530	Hawaiian Ocean View
15	12600	Hawaiian Paradise Park
15	13600	Hawi
15	13900	Heeia
15	14200	Hickam Housing
15	14650	Hilo
15	15700	Holualoa
15	16000	Honalo
15	16160	Honaunau-Napoopoo
15	16450	Honokaa
15	17450	Honomu
15	19100	Iroquois Point
15	19550	Kaaawa
15	20000	Kaanapali
15	21200	Kahaluu
15	21230	Kahaluu-Keauhou
15	22250	Kahuku
15	22700	Kahului
15	23000	Kailua
15	23150	Kailua
15	24850	Kalaeloa
15	24950	Kalaheo
15	25400	Kalaoa
15	26750	Kalihiwai
15	28250	Kaneohe
15	28400	Kaneohe Station
15	28850	Kapaa
15	29000	Kapaau
15	29725	Kapalua
15	30300	Kapolei
15	30650	Kaumakani
15	31100	Kaunakakai
15	32700	Kawela Bay
15	32900	Keaau
15	33950	Kealakekua
15	35600	Kekaha
15	36050	Keokea
15	36500	Kihei
15	36650	Kilauea
15	39200	Koloa
15	39400	Ko Olina
15	39500	Kualapuu
15	41000	Kukuihaele
15	41600	Kula
15	42800	Kurtistown
15	42950	Lahaina
15	43250	Laie
15	43700	Lanai City
15	44075	Launiupoko
15	44150	Laupahoehoe
15	44450	Lawai
15	44562	Leilani Estates
15	45200	Lihue
15	46400	Maalaea
15	47050	Mahinahina
15	47300	Maili
15	47450	Makaha
15	47560	Makaha Valley
15	47600	Makakilo
15	48050	Makawao
15	48350	Makena
15	49425	Manele
15	50150	Maunaloa
15	50750	Maunawili
15	51000	Mililani Mauka
15	51050	Mililani Town
15	52550	Mokuleia
15	53300	Mountain View
15	53600	Naalehu
15	53900	Nanakuli
15	53975	Nanawale Estates
15	54100	Napili-Honokowai
15	56685	Ocean Pointe
15	57350	Olinda
15	57650	Olowalu
15	57800	Omao
15	58775	Orchidlands Estates
15	59300	Paauilo
15	59750	Pahala
15	59900	Pahoa
15	60200	Paia
15	60350	Pakala Village
15	61550	Papaikou
15	61700	Paukaa
15	62600	Pearl City
15	63650	Pepeekeo
15	64550	Poipu
15	65075	Princeville
15	65150	Puako
15	65750	Puhi
15	65900	Pukalani
15	66500	Punaluu
15	66800	Pupukea
15	68815	Royal Kunia
15	69050	Schofield Barracks
15	70700	Ualapue
15	72350	Volcano
15	72650	Wahiawa
15	74000	Waialua
15	74450	Waianae
15	75510	Waihee-Waiehu
15	75800	Waikane
15	75950	Waikapu
15	76250	Waikele
15	76600	Waikoloa Village
15	76925	Wailea
15	77000	Wailua
15	77225	Wailua Homesteads
15	77450	Wailuku
15	77750	Waimalu
15	78050	Waimanalo
15	78200	Waimanalo Beach
15	78500	Waimea
15	78800	Waimea
15	78950	Wainaku
15	79250	Wainiha
15	79550	Waiohinu
15	79700	Waipahu
15	79860	Waipio
15	80000	Waipio Acres
15	80470	West Loch Estate
15	80600	Wheeler AFB
15	80900	Whitmore Village
16	47890	Lost River
16	02935	Arbon Valley
16	83170	Tyhee
16	04600	Banks
16	29710	Garden Valley
16	55720	Murphy
16	06670	Bennington
16	47080	Lincoln
16	68860	Rockford
16	08290	Blanchard
16	88660	Yellow Pine
16	17830	Conkling Park
16	60880	Parkline
16	68950	Rockford Bay
16	79300	Sweetwater
16	21520	De Smet
16	25030	Elk City
16	65620	Princeton
16	75160	Smiths Ferry
16	28360	Fort Hall
16	34030	Groveland
16	54370	Moreland
16	68230	Riverside
16	37500	Hidden Springs
16	68545	Robie Creek
16	48250	Lowman
16	54820	Mountain Home AFB
17	00178	Adair
17	01647	Apple Canyon Lake
17	04403	Beason
17	07419	Boulder Hill
17	10936	Candlewick Lake
17	12489	Channel Lake
17	12879	Chemung
17	13230	Chestnut
17	16431	Cornland
17	17077	Coyne Center
17	17094	Crab Orchard
17	17939	Crystal Lawns
17	18771	Dayton
17	26896	Forest Lake
17	27644	Frankfort Square
17	28248	Gages Lake
17	29340	Gilson
17	30510	Goofy Ridge
17	30900	Grandwood Park
17	33162	Harrison
17	37465	Ingalls Park
17	40988	Lake Catherine
17	41157	Lake Holiday
17	41346	Lake of the Woods
17	41404	Lake Petersburg
17	41456	Lake Summerset
17	41716	Lakewood Shores
17	44550	Long Lake
17	49698	Mitchell
17	54924	Oak Run
17	56198	Opdyke
17	58577	Penfield
17	60144	Pistakee Highlands
17	61860	Preston Heights
17	65104	Rock Island Arsenal
17	65403	Rome
17	65884	Rosewood Heights
17	68328	Scott AFB
17	68809	Seymour
17	74970	The Galena Territory
17	76511	Twin Grove
17	77460	Venetian Village
17	80879	West Union
17	81295	White Heath
17	81938	Willowbrook
17	01556	Annapolis
17	80957	West York
17	07315	Boody
17	35541	Holiday Shores
17	15950	Como
17	30705	Grand Detour
17	61821	Prestbury
17	18641	Darmstadt
17	57160	Paderborn
17	63355	Rentchler
17	24920	Fairmont
17	26467	Floraville
17	27455	Fox Lake Hills
17	28612	Garden Prairie
17	28950	Georgetown
17	34272	Heritage Lake
17	40364	Knollwood
17	44836	Lost Nation
17	40962	Lake Camelot
17	42002	Langleyville
17	42067	LaPlace
17	55886	Olivet
17	80255	Westervelt
17	51310	Mulkeytown
17	55847	Olive Branch
17	81165	Whiteash
18	00140	Aberdeen
18	01396	Americus
18	02116	Arlington
18	02890	Avoca
18	03610	Bass Lake
18	05662	Blanford
18	07624	Bright
18	08992	Buffalo
18	09352	Burns City
18	09622	Butlerville
18	10036	Canaan
18	12880	Clarksburg
18	14032	Coalmont
18	14176	Colburn
18	14464	Collegeville
18	15115	Cordry Sweetwater Lakes
18	15409	Country Squire Lakes
18	17812	Deputy
18	18550	Dover Hill
18	18658	Dresser
18	18784	Dubois
18	19072	Dunlap
18	19576	East Enterprise
18	21124	Emison
18	23386	Fish Lake
18	23728	Florence
18	23854	Fontanet
18	25810	Freelandville
18	25864	Freetown
18	26206	Galena
18	28800	Granger
18	30060	Grissom AFB
18	31180	Hanna
18	31432	Harlan
18	32170	Harrodsburg
18	32494	Hatfield
18	32584	Hayden
18	33142	Henryville
18	33178	Herbst
18	33187	Heritage Lake
18	33392	Hidden Valley
18	34978	Howe
18	35104	Hudson Lake
18	35536	Idaville
18	39510	Kent
18	39744	Kimmell
18	40464	Koontz Lake
18	41058	Lake Dalecarlia
18	41211	Lake Holiday
18	41444	Lake Santee
18	41530	Lakes of the Four Seasons
18	41562	Laketon
18	41652	Lake Village
18	41994	Landess
18	46422	Manilla
18	48330	Melody Hill
18	48384	Memphis
18	48563	Metamora
18	48636	Mexico
18	49212	Mier
18	49806	Milroy
18	50778	Montmorenci
18	52956	New Goshen
18	53370	New Paris
18	53586	New Salisbury
18	53712	New Trenton
18	53820	New Washington
18	55098	North Terre Haute
18	55350	Norway
18	55386	Notre Dame
18	57384	Otwell
18	57510	Owensburg
18	57632	Painted Hills
18	58050	Parkers Settlement
18	60894	Point Isabel
18	62712	Raglesville
18	62730	Ragsdale
18	65736	Rolling Prairie
18	66006	Roselawn
18	66762	St. Bernice
18	67050	St. Mary of the Woods
18	67176	St. Meinrad
18	67608	Salt Creek Commons
18	68004	San Pierre
18	68328	Scipio
18	68382	Scotland
18	69246	Shelby
18	69336	Shepardsville
18	69642	Shorewood Forest
18	69840	Simonton Lake
18	69894	Sims
18	70330	Smithville-Sanders
18	70524	Somerset
18	71288	South Haven
18	72638	Star City
18	73340	Stockwell
18	75104	Taylorsville
18	75176	Tecumseh
18	76022	Toad Hop
18	78290	Vallonia
18	78380	Van Bibber Lake
18	79568	Waldron
18	84338	Williams
18	83600	Wheeler
18	08812	Buck Creek
18	25720	Fredericksburg
18	33484	Highland
18	34096	Hoagland
18	37674	Jalapa
18	76526	Tri-Lakes
18	83204	Westphalia
18	83222	West Point
19	01720	Amana
19	03430	Athelstan
19	04735	Bartlett
19	05200	Beaverdale
19	05870	Bentley
19	09415	Burchinal
19	09910	California Junction
19	14385	Climbing Hill
19	14835	Coalville
19	15870	Conroy
19	16320	Corley
19	19990	Denmark
19	21320	Diamondhead Lake
19	22035	Douds
19	29730	Garden City
19	32925	Green Mountain
19	36030	High Amana
19	38955	Irvington
19	42575	Lake Panorama
19	43950	Leando
19	45705	Little Cedar
19	46785	Loveland
19	51510	Meyer
19	51600	Middle Amana
19	52635	Mineola
19	64155	Portland
19	67890	Rochester
19	68800	Roseville
19	70995	Saylorville
19	73965	South Amana
19	75540	Stone City
19	76415	Sun Valley Lake
19	78465	Toeterville
19	02035	Anderson
19	07255	Bolan
19	39180	Jacksonville
19	08020	Bradford
19	22710	Duncan
19	37875	Hutchins
19	09640	Burr Oak
19	29325	Frytown
19	36660	Holiday Lake
19	12225	Center Junction
19	12675	Chapin
19	23520	East Amana
19	36975	Homestead
19	35490	Hayfield
19	52140	Miller
19	69825	St. Benedict
19	71715	Sexton
19	40710	Kent
19	53085	Mona
19	56190	New Haven
19	54750	Mount Sterling
19	54795	Mount Union
19	60285	Otranto
19	62175	Percival
19	67530	River Sioux
19	61725	Park View
19	70005	St. Joseph
19	79335	Twin Lakes
19	82290	Washburn
19	82515	Watkins
19	83505	West Amana
19	84495	Weston
20	00225	Ada
20	76425	Welda
20	02600	Asherville
20	17875	Detroit
20	69925	Talmage
20	03675	Baileyville
20	09050	Bucyrus
20	73450	Vassar
20	05975	Bendena
20	11025	Catharine
20	49200	Munjor
20	13100	Chicopee
20	43050	Lowell
20	22900	Falun
20	36735	Kickapoo Site 1
20	36736	Kickapoo Site 2
20	36744	Kickapoo Tribal Center
20	23890	Fort Dodge
20	28200	Grantville
20	31200	Healy
20	23975	Fort Riley
20	24325	Franklin
20	30250	Harris
20	52175	Odin
20	60200	Riverton
20	61100	Rosalia
20	32300	Hillsdale
20	32875	Home
20	36739	Kickapoo Site 5
20	36740	Kickapoo Site 6
20	36741	Kickapoo Site 7
20	37200	Kipp
20	39700	Levant
20	56000	Piqua
20	43675	McConnell AFB
20	44600	Marienthal
20	46925	Milton
20	74425	Wakarusa
20	51810	Oaklawn-Sunview
20	61550	Roxbury
20	76675	Weskan
20	79625	Wilroads Gardens
20	80500	Wright
20	80750	Yoder
21	48000	Louisville
21	00514	Ages
21	28486	Fort Campbell North
21	82146	Westwood
21	01000	Allensville
21	01648	Annville
21	01720	Anthoston
21	01972	Arjay
21	05266	Belfry
21	02188	Artemus
21	02764	Auxier
21	25876	Ezel
21	27730	Flat Lick
21	35398	Hazel Green
21	58062	Oneida
21	03412	Bandana
21	11188	Burna
21	04978	Beech Grove
21	49026	Maceo
21	58116	Onton
21	72570	Spottsville
21	05014	Beechmont
21	23014	Dunmor
21	66846	Rosine
21	05428	Belleview
21	60312	Petersburg
21	63804	Rabbit Hash
21	79464	Verona
21	06220	Betsy Layne
21	51042	Maytown
21	06508	Big Clifty
21	15490	Cleaton
21	08722	Boston
21	14266	Chaplin
21	34660	Hardyville
21	09379	Breckinridge Center
21	09964	Brooks
21	10648	Buckner
21	11170	Burlington
21	57030	Oakbrook
21	10774	Buffalo
21	50124	Marrowbone
21	74586	Summer Shade
21	74604	Summersville
21	12610	Cannonsburg
21	26560	Farmers
21	36460	High Bridge
21	13582	Cawood
21	13600	Cayce
21	48072	Lovelaceville
21	13636	Cecilia
21	59592	Payne Gap
21	14068	Cerulean
21	21322	Dexter
21	26452	Fancy Farm
21	30880	Gilbertsville
21	15166	Claryville
21	16354	Coldiron
21	16822	Combs
21	17938	Coxton
21	19234	Cunningham
21	18190	Crayne
21	32032	Gracey
21	77124	Tolu
21	21358	Diablock
21	40204	Jeff
21	72264	South Williamson
21	21844	Doe Valley
21	23104	Dwale
21	23284	East Bernstadt
21	24292	Elizaville
21	24328	Elk Creek
21	24922	Emlyn
21	66162	Rockholds
21	26182	Fairview
21	28882	Francisville
21	26528	Farley
21	35902	Hendron
21	50556	Massac
21	64632	Reidland
21	26614	Farmington
21	48234	Lowes
21	75270	Symsonia
21	28540	Fort Knox
21	29134	Freeburn
21	48810	McCarr
21	52464	Millstone
21	79860	Virgie
21	30232	Garrison
21	51006	Mays Lick
21	35542	Hebron
21	36316	Hickory
21	37234	Hiseville
21	39592	Ironville
21	62202	Poole
21	42112	Kenvir
21	50952	Mayking
21	59466	Pathfork
21	44434	Ledbetter
21	48954	McDowell
21	49134	McKinney
21	49278	McRoberts
21	49476	Magnolia
21	55794	New Hope
21	49746	Manitou
21	50520	Masonville
21	56694	North Corbin
21	60600	Phelps
21	61122	Pine Knot
21	73362	Stearns
21	82938	Whitley City
21	61536	Plano
21	61734	Pleasant View
21	68214	Salvisa
21	63426	Pryorsburg
21	65388	Rineyville
21	69258	Sedalia
21	72255	South Wallins
21	78708	Utica
21	80310	Wallins Creek
21	80832	Water Valley
21	81948	Westport
22	01780	Ama
22	05315	Bayou Gauche
22	09130	Boutte
22	20820	Destrehan
22	32510	Hahnville
22	49800	Meraux
22	01815	Amelia
22	05525	Bayou Vista
22	02550	Arabi
22	03810	Avondale
22	04230	Banks Springs
22	41645	Lakeview
22	43255	Lemannville
22	04300	Barataria
22	09480	Bridge City
22	05105	Bawcomville
22	05175	Bayou Blue
22	05210	Bayou Cane
22	05255	Bayou Corne
22	05260	Bayou Country Club
22	40878	Lafourche Crossing
22	44970	Lockport Heights
22	05350	Bayou Goula
22	18335	Crescent
22	05378	Bayou L'Ourse
22	06120	Belle Chasse
22	08710	Boothville
22	06260	Belle Rose
22	06750	Belmont
22	26665	Fort Jesup
22	38845	Jordan Hill
22	38880	Joyce
22	08745	Bordelonville
22	09095	Bourg
22	11580	Cade
22	09235	Branch
22	10145	Brownfields
22	28275	Gardere
22	10225	Brownsville
22	10985	Buras
22	20890	Deville
22	23725	Empire
22	11825	Calhoun
22	12000	Cameron
22	32405	Hackberry
22	12840	Carlyss
22	13330	Catahoula
22	13575	Cecilia
22	13855	Center Point
22	14100	Chackbay
22	18930	Cut Off
22	14135	Chalmette
22	14310	Charenton
22	14520	Chauvin
22	21940	Dulac
22	15150	Choctaw
22	40210	Kraemer
22	15605	Claiborne
22	17180	Convent
22	30900	Grand Point
22	20680	Des Allemands
22	28065	Galliano
22	42135	Larose
22	22610	Eastwood
22	22722	Eden Isle
22	40665	Lacombe
22	22815	Edgard
22	23025	Egan
22	23567	Elmwood
22	24390	Estelle
22	24250	Erwinville
22	41470	Lakeshore
22	25545	Fifth Ward
22	26746	Fort Polk North
22	26757	Fort Polk South
22	27540	Frierson
22	29395	Gloster
22	28345	Garyville
22	42030	Laplace
22	29045	Gillis
22	45530	Longville
22	29150	Glencoe
22	31180	Gray
22	33245	Harvey
22	38145	Jefferson
22	33490	Hayes
22	34085	Hester
22	37270	Inniswold
22	39720	Killona
22	40420	Labadieville
22	40595	Lacassine
22	40840	Lafitte
22	42520	Lawtell
22	46615	Luling
22	46755	Lydia
22	48785	Marrero
22	49170	Mathews
22	50115	Metairie
22	50990	Minorca
22	51585	Monterey
22	52425	Moss Bluff
22	58150	Oretta
22	58745	Paincourtville
22	59375	Paulina
22	60075	Pierre Part
22	60600	Pitkin
22	61160	Pleasure Bend
22	61440	Pointe a la Hache
22	62070	Port Sulphur
22	62280	Poydras
22	62385	Prairieville
22	62510	Presquille
22	62647	Prien
22	63155	Raceland
22	63855	Red Chute
22	63890	Reddell
22	64310	Reserve
22	65150	River Ridge
22	65535	Rock Hill
22	65850	Romeville
22	67635	St. Maurice
22	72310	Spokane
22	72975	Starks
22	73010	Start
22	73570	Sugartown
22	74340	Swartz
22	76440	Triumph
22	77035	Union
22	78015	Venice
22	78050	Ventress
22	78680	Village St. George
22	78855	Violet
22	83002	Woodmere
22	49940	Merrydale
22	69225	Shenandoah
22	50395	Midway
22	50815	Milton
22	58360	Ossun
22	51550	Montegut
22	51645	Monticello
22	56855	Oak Hills Place
22	51795	Montz
22	55140	New Sarpy
22	51800	Moonshine
22	80360	Welcome
22	53475	Natalbany
22	55525	Norco
22	58920	Paradis
22	56170	North Vacherie
22	57705	Old Jefferson
22	80920	Westminster
22	61473	Point Place
22	62733	Prospect
22	65290	Roanoke
22	67355	St. James
22	67740	St. Rose
22	74550	Taft
22	68300	Schriever
22	70665	Singer
22	78545	Vienna Bend
22	79310	Wallace Ridge
22	70675	Siracusaville
22	71190	Sorrel
22	72092	South Vacherie
22	74235	Supreme
22	75180	Terrytown
22	75740	Timberlane
22	79100	Waggaman
22	79275	Wallace
22	80010	Watson
23	00695	Alfred
23	86480	Winslow
23	01360	Anson
23	04965	Bingham
23	01675	Ashland
23	19385	Eagle Lake
23	02830	Bar Harbor
23	08780	Bucksport
23	04685	Berwick
23	10320	Cape Neddick
23	36500	Kennebunk
23	36710	Kennebunkport
23	37235	Kittery
23	37375	Kittery Point
23	05350	Blaine
23	42485	Madawaska
23	05665	Blue Hill
23	06330	Bowdoinham
23	11230	Castine
23	06085	Boothbay Harbor
23	07135	Bridgton
23	08395	Brunswick
23	08500	Brunswick Station
23	09690	Camden
23	76330	Thomaston
23	11090	Casco
23	14800	Cousins Island
23	24480	Falmouth
23	12770	Chisholm
23	13435	Clinton
23	24635	Farmingdale
23	15500	Cumberland Center
23	16200	Damariscotta
23	79515	Waldoboro
23	17495	Dexter
23	17705	Dixfield
23	26875	Fryeburg
23	45250	Mexico
23	53965	Norway
23	56240	Oxford
23	64255	Rumford
23	71780	South Paris
23	18230	Dover-Foxcroft
23	29500	Greenville
23	30060	Guilford
23	21065	East Millinocket
23	24285	Fairfield
23	24530	Falmouth Foreside
23	26490	Freeport
23	28205	Gorham
23	24740	Farmington
23	85815	Wilton
23	25580	Fort Fairfield
23	25720	Fort Kent
23	28835	Gray
23	40350	Little Falls
23	48050	Naples
23	30760	Hampden
23	34225	Howland
23	39440	Lincoln
23	45635	Milford
23	45845	Millinocket
23	31705	Hartland
23	42625	Madison
23	49800	Norridgewock
23	58970	Pittsfield
23	33945	Houlton
23	39265	Limestone
23	37795	Lake Arrowhead
23	40105	Lisbon Falls
23	40470	Littlejohn Island
23	40735	Livermore Falls
23	44620	Mechanic Falls
23	41575	Lubec
23	41925	Machias
23	43220	Mapleton
23	80250	Washburn
23	43675	Mars Hill
23	73635	Standish
23	73985	Steep Falls
23	45985	Milo
23	48610	Newcastle
23	49100	Newport
23	50290	North Berwick
23	55120	Old Orchard Beach
23	70660	South Eliot
23	53685	North Windham
23	66110	Scarborough
23	72900	South Windham
23	54525	Oakland
23	61735	Randolph
23	55575	Orono
23	62610	Richmond
23	76925	Topsham
23	66600	Searsport
23	68875	Skowhegan
23	72830	Southwest Harbor
23	78220	Unity
23	78535	Van Buren
23	83330	West Kennebunk
23	86620	Winter Harbor
23	86725	Winterport
23	86935	Winthrop
23	87040	Wiscasset
23	87810	Yarmouth
23	88160	York Harbor
23	87250	Woodland
24	00175	Aberdeen Proving Ground
24	00250	Accokeek
24	00350	Adamstown
24	00400	Adelphi
24	00712	Algonquin
24	00800	Allen
24	01450	Andrews AFB
24	01635	Annapolis Neck
24	01750	Antietam
24	01925	Aquasco
24	01975	Arbutus
24	02025	Arden on the Severn
24	02275	Arnold
24	02762	Ashton-Sandy Spring
24	02825	Aspen Hill
24	03500	Baden
24	03514	Bagtown
24	03575	Bakersville
24	03800	Ballenger Creek
24	04050	Baltimore Highlands
24	04525	Barrelville
24	04650	Bartonsville
24	05250	Beaver Creek
24	05525	Bel Air
24	05825	Bel Air North
24	05950	Bel Air South
24	06400	Beltsville
24	06550	Benedict
24	06662	Bensville
24	07125	Bethesda
24	07285	Bier
24	07375	Big Pool
24	07400	Big Spring
24	07625	Bishopville
24	07675	Bivalve
24	08050	Bloomington
24	08800	Bowleys Quarters
24	08850	Bowling Green
24	08862	Bowmans Addition
24	09100	Braddock Heights
24	09325	Brandywine
24	09400	Breathedsville
24	10150	Brock Hall
24	10475	Brooklyn Park
24	10500	Brookmont
24	10650	Broomes Island
24	10800	Brownsville
24	10925	Bryans Road
24	10950	Bryantown
24	11050	Buckeystown
24	11750	Burtonsville
24	11900	Butlertown
24	12075	Cabin John
24	12150	California
24	12300	Calvert Beach
24	12350	Calverton
24	12600	Camp Springs
24	12912	Cape St. Claire
24	13225	Carlos
24	13325	Carney
24	14125	Catonsville
24	14225	Cavetown
24	14300	Cearfoss
24	14800	Cedarville
24	15075	Chance
24	15475	Charlotte Hall
24	15500	Charlton
24	16050	Chesapeake Ranch Estates
24	16125	Chester
24	16625	Chevy Chase
24	16800	Chewsville
24	16875	Chillum
24	17000	Choptank
24	17350	Clarksburg
